arm	inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in	stratum
screen	RNUZGLNPXJEBKW-UHFFFAOYSA-N	CC(C(N)=O)N1CCC(C(=O)NC2CCCCC2)CC1	coadd	CHEMBL4554904	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	281.4	1.021	2	3	75.43	4	20	47	2	0.867	0	0	1		fragment
screen	RPEWDZWYXHOICS-UHFFFAOYSA-N	COc1cc(Cl)c(CN)cc1OC	coadd	CHEMBL4538604	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	201.65	1.816	1	3	44.48	3	13	25	1	0.333	0	0	1		fragment
screen	HEMQINSXWBMZOJ-UHFFFAOYSA-N	CC1=C(C(=O)NC(C)c2nc3ccccc3[nH]2)CCO1	coadd	CHEMBL4571386	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	271.32	2.434	2	3	67.01	3	20	37	3	0.333	0	0	1		fragment
screen	CUKQFZDGLCFERQ-UHFFFAOYSA-N	CCCCN1CCN=C1S	coadd	CHEMBL1308178	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	158.27	1.388	1	2	15.6	3	10	24	1	0.857	0	0	1		fragment
screen	NSQBJDBKAYSFTP-UHFFFAOYSA-N	O=C(CNCc1ccco1)Nc1ccccc1	coadd	CHEMBL4514877	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	230.27	2.008	2	3	54.27	5	17	31	2	0.154	0	0	1		fragment
screen	OUYCCCASQSFEME-QMMMGPOBSA-N	N[C@@H](Cc1ccc(O)cc1)C(=O)O	chembl_approved	CHEMBL925	CC BY-SA 3.0	2026-09-25	181.19	0.347	3	3	83.55	3	13	24	1	0.222	0	0	1		fragment
screen	GPMOGKAJTTXKII-UHFFFAOYSA-N	CC(CNS(N)(=O)=O)Cc1cccs1	coadd	CHEMBL4548660	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	234.35	0.72	2	3	72.19	5	14	28	1	0.5	0	0	1		fragment
screen	PMHFLBQRALFMRT-UHFFFAOYSA-N	NNC(=O)CP(=O)(c1ccccc1)c1ccccc1	chembl_phase2	CHEMBL1357989	CC BY-SA 3.0	2026-09-25	274.26	0.99	2	3	72.19	4	19	34	2	0.071	0	0	1		fragment
screen	CVRWHBCQJCUBFE-UHFFFAOYSA-N	c1n[nH]c2c1CNC2	coadd	CHEMBL4556908	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	109.13	0.013	2	2	40.71	0	8	15	2	0.4	0	0	1		fragment
screen	MGOCBXKZDZRPMK-UHFFFAOYSA-N	CC1Oc2ccc(Cl)cc2NC1=O	coadd	CHEMBL4559369	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	197.62	2.059	1	2	38.33	0	13	21	2	0.222	0	0	1		fragment
screen	LREQLEBVOXIEOM-UHFFFAOYSA-N	CC(N)CCCC(C)(C)O	chembl_phase2	CHEMBL2111076	CC BY-SA 3.0	2026-09-25	145.25	1.275	2	2	46.25	4	10	29	0	1.0	0	0	1		fragment
screen	OFCNXPDARWKPPY-UHFFFAOYSA-M	O=c1[n-]cnc2[nH]ncc12	chembl_approved	CHEMBL1200477	CC BY-SA 3.0	2026-09-25	135.11	-0.725	1	3	72.74	0	10	13	2	0.0	0	0	1		fragment
screen	OLUYJVIMMJKRAS-UHFFFAOYSA-N	CN(C)C(=O)CCN1CCC(N)CC1	coadd	CHEMBL4546410	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	199.3	-0.112	1	3	49.57	3	14	35	1	0.9	0	0	1		fragment
screen	OHQIHBSBDGTMOL-UHFFFAOYSA-N	CN(CCc1cnn(C)c1)C(=O)c1c[nH]c(=O)[nH]1	coadd	CHEMBL4531899	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	249.27	-0.249	2	3	86.78	4	18	33	2	0.364	0	0	1		fragment
screen	ODHCTXKNWHHXJC-VKHMYHEASA-M	O=C([O-])[C@@H]1CCC(O)=N1	chembl_phase2	CHEMBL3707303	CC BY-SA 3.0	2026-09-25	128.11	-1.145	1	3	72.72	1	9	15	1	0.6	0	0	1		fragment
screen	DREKKJYQRXGNSY-UHFFFAOYSA-N	CN(CCN)CC(=O)N(C)C	coadd	CHEMBL4582819	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	159.23	-1.035	1	3	49.57	4	11	28	0	0.857	0	0	1		fragment
screen	LSUZTWXFZMOPGU-UHFFFAOYSA-N	CC1CCCN1S(=O)(=O)N1CC(N2CCNC2=O)C1	coadd	CHEMBL4576674	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	288.37	-0.575	1	3	72.96	3	19	39	3	0.909	0	0	1		fragment
screen	PIRQFBKWGQLLMT-UHFFFAOYSA-N	Cc1cccc(C(C)(C)N)c1	coadd	CHEMBL4526481	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	149.24	2.189	1	1	26.02	1	11	26	1	0.4	0	0	1		fragment
screen	LCTONWCANYUPML-UHFFFAOYSA-N	CC(=O)C(=O)O	chembl_phase2	CHEMBL1162144	CC BY-SA 3.0	2026-09-25	88.06	-0.34	1	2	54.37	1	6	10	0	0.333	0	0	1		fragment
screen	KYQCOXFCLRTKLS-UHFFFAOYSA-N	c1cnccn1	chembl_phase3	CHEMBL15797	CC BY-SA 3.0	2026-09-25	80.09	0.477	0	2	25.78	0	6	10	1	0.0	0	0	1		fragment
screen	UPOBGZKUNWGEET-UHFFFAOYSA-N	NS(=O)(=O)N1CCCC1C(=O)NC1CC1	coadd	CHEMBL4592096	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	233.29	-1.067	2	3	92.5	3	15	30	2	0.875	0	0	1		fragment
screen	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	chembl_phase2	CHEMBL181886	CC BY-SA 3.0	2026-09-25	87.05	-1.675	0	3	57.2	1	6	9	0	0.333	0	0	1		fragment
screen	YXFVVABEGXRONW-UHFFFAOYSA-N	Cc1ccccc1	chembl_phase2	CHEMBL9113	CC BY-SA 3.0	2026-09-25	92.14	1.995	0	0	0.0	0	7	15	1	0.143	0	0	1		fragment
screen	KJUYFPJSIRWYOW-UHFFFAOYSA-N	NC1CCS(=O)(=O)c2ccc(Br)cc21	coadd	CHEMBL4557038	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	276.16	1.626	1	3	60.16	0	14	24	2	0.333	0	0	1		fragment
screen	OMUGUMYARREANB-UHFFFAOYSA-N	O=C(CCC1CCCCC1)N1CCNCC1	coadd	CHEMBL4555606	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	224.35	1.779	1	2	32.34	3	16	40	2	0.923	0	0	1		fragment
screen	WXDTZNAJANCJIW-UHFFFAOYSA-N	CC(=O)Nc1ccccc1CN(C)Cc1nccn1C	coadd	CHEMBL4559260	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	272.35	2.01	1	3	50.16	5	20	40	2	0.333	0	0	1		fragment
screen	ZOMOUQHBJCPYNA-UHFFFAOYSA-N	Cc1ccc2c(c1)OC(C)C(=O)N2	coadd	CHEMBL4518151	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	177.2	1.714	1	2	38.33	0	13	24	2	0.3	0	0	1		fragment
screen	WWNOVKZOKFLYAF-UHFFFAOYSA-N	CSCCC(N)c1nc2ccccc2[nH]1	coadd	CHEMBL4517680	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	221.33	2.316	2	3	54.7	4	15	30	2	0.364	0	0	1		fragment
screen	JOXQHYFVXZZGQZ-UHFFFAOYSA-N	OC1CN(Cc2ccccc2)C1	coadd	CHEMBL4590264	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	163.22	0.863	1	2	23.47	2	12	25	2	0.4	0	0	1		fragment
screen	NZERRTYPTPRCIR-ARSLAPBQSA-N	O=C(O)/C=C/CC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21	chembl_phase2	CHEMBL3989616	CC BY-SA 3.0	2026-09-25	242.3	0.573	3	3	78.43	4	16	30	2	0.6	0	0	1		fragment
screen	NZXKDOXHBHYTKP-UHFFFAOYSA-M	C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O	chembl_approved	CHEMBL30219	CC BY-SA 3.0	2026-09-25	261.3	0.313	0	3	72.8	3	19	36	1	0.5	0	0	1		fragment
screen	HZSTVWBHDTTXEW-UHFFFAOYSA-N	Cc1cc(=O)n2nccc2[nH]1	coadd	CHEMBL4525057	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	149.15	0.331	1	2	50.16	0	11	18	2	0.143	0	0	1		fragment
screen	ABJKIHHNDMEBNA-UHFFFAOYSA-N	Cc1coc2ccccc2c1=O	chembl_phase2	CHEMBL2105215	CC BY-SA 3.0	2026-09-25	160.17	2.101	0	2	30.21	0	12	20	2	0.1	0	0	1		fragment
screen	WVDDGKGOMKODPV-UHFFFAOYSA-N	OCc1ccccc1	chembl_approved	CHEMBL720	CC BY-SA 3.0	2026-09-25	108.14	1.179	1	1	20.23	1	8	16	1	0.143	0	0	1		fragment
screen	WPHKSKAWLZGADW-UHFFFAOYSA-N	OC1CCN(C2CNC2)C1	coadd	CHEMBL4592524	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	142.2	-0.975	2	3	35.5	1	10	24	2	1.0	0	0	1		fragment
screen	GJXWDTUCERCKIX-UHFFFAOYSA-N	O=CN(O)CCCP(=O)(O)O	chembl_phase3	CHEMBL203125	CC BY-SA 3.0	2026-09-25	183.1	-0.598	3	3	98.07	5	11	21	0	0.75	0	0	1		fragment
screen	QIKUORMAINBTRU-UHFFFAOYSA-N	CNC(=O)CNC(=O)c1ccccc1O	coadd	CHEMBL4538657	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	208.22	-0.132	3	3	78.43	3	15	27	1	0.2	0	0	1		fragment
screen	DYDCUQKUCUHJBH-UWTATZPHSA-N	N[C@@H]1CONC1=O	chembl_approved	CHEMBL771	CC BY-SA 3.0	2026-09-25	102.09	-1.625	2	3	64.35	0	7	13	1	0.667	0	0	1	coadd:CHEMBL771	fragment
screen	UDYSDVVJHGYAHB-UHFFFAOYSA-N	CS(=O)(=O)N1CCC(N)C1	coadd	CHEMBL4549024	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	164.23	-1.021	1	3	63.4	1	10	22	1	1.0	0	0	1		fragment
screen	PXLFIPZYSXZASY-UHFFFAOYSA-N	Cc1cccc(C(=O)N2CCN(S(N)(=O)=O)CC2)c1	coadd	CHEMBL4538778	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	283.35	-0.044	1	3	83.71	2	19	36	2	0.417	0	0	1		fragment
screen	FPLOWPOUHNRUMN-UHFFFAOYSA-N	CCC(CC)c1ncc[nH]1	coadd	CHEMBL1567276	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	138.21	2.313	1	1	28.68	3	10	24	1	0.625	0	0	1		fragment
screen	QNAYBMKLOCPYGJ-REOHCLBHSA-N	C[C@H](N)C(=O)O	chembl_phase3	CHEMBL279597	CC BY-SA 3.0	2026-09-25	89.09	-0.582	2	2	63.32	1	6	13	0	0.667	0	0	1		fragment
screen	CZPWVGJYEJSRLH-UHFFFAOYSA-N	c1cncnc1	chembl_phase3	CHEMBL15562	CC BY-SA 3.0	2026-09-25	80.09	0.477	0	2	25.78	0	6	10	1	0.0	0	0	1		fragment
screen	NDLGRDVAZOSBPM-UHFFFAOYSA-N	CC(=O)N1CCc2nn(C)c(=O)n2CC1	coadd	CHEMBL4513245	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	210.24	-1.014	0	3	60.13	0	15	29	2	0.667	0	0	1		fragment
screen	JVTAAEKCZFNVCJ-UHFFFAOYSA-M	CC(O)C(=O)[O-]	chembl_approved	CHEMBL1357	CC BY-SA 3.0	2026-09-25	89.07	-1.883	1	3	60.36	1	6	11	0	0.667	0	0	1	chembl_approved:CHEMBL1200664;chembl_phase1:CHEMBL2106111	fragment
screen	WJBCFBOSJLLNNA-UHFFFAOYSA-N	O=C(N1CCNCC1)C1(c2ccc(F)cc2F)CCC1	coadd	CHEMBL4532715	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	280.32	1.818	1	2	32.34	2	20	38	3	0.533	0	0	1		fragment
screen	CRLGPRNTBCRIBM-UHFFFAOYSA-N	CS(=O)(=O)Nc1ccc(F)c(F)c1	coadd	CHEMBL4076637	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	207.2	1.336	1	2	46.17	2	13	20	1	0.143	0	0	1		fragment
screen	JQTFCVJYIKJDMB-UHFFFAOYSA-N	Cc1c(C(=O)N2CCCC2)cnn1-c1ccc(F)cc1	coadd	CHEMBL4577521	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	273.31	2.556	0	2	38.13	2	20	36	3	0.333	0	0	1		fragment
screen	SCLDJNREJBDLHE-VHSXEESVSA-N	COc1ccc([C@@H]2C[C@H]2N)cc1	coadd	CHEMBL254970	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	163.22	1.51	1	2	35.25	2	12	25	2	0.4	0	0	1		fragment
screen	ROPVVNSELUFZHJ-UHFFFAOYSA-N	CC(=O)c1c(F)cccc1N(C)CCC(C)O	coadd	CHEMBL4554847	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	239.29	2.235	1	3	40.54	5	17	35	1	0.462	0	0	1		fragment
screen	GGGMTJQCYUFHPX-UHFFFAOYSA-N	CN(C)C(=O)OC1CCNCC1	coadd	CHEMBL4563225	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	172.23	0.437	1	3	41.57	1	12	28	1	0.875	0	0	1		fragment
screen	ANDMIYNRUJEEMJ-UHFFFAOYSA-N	Cn1ccnc1CN(CCO)CC1CC1	coadd	CHEMBL4554737	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	209.29	0.624	1	3	41.29	6	15	34	2	0.727	0	0	1		fragment
screen	RXFWGSDACKDJBP-UHFFFAOYSA-N	O=C(CC1CCCC1)NCCN1C(=O)CCC1=O	coadd	CHEMBL4546179	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	252.31	0.832	1	3	66.48	5	18	38	2	0.769	0	0	1		fragment
screen	ZQSLNSHMUQXSQJ-UHFFFAOYSA-N	NCCc1ccco1	coadd	CHEMBL4552984	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	111.14	0.781	1	2	39.16	2	8	17	1	0.333	0	0	1		fragment
screen	BCQZXOMGPXTTIC-UHFFFAOYSA-N	FC(F)(F)C(Cl)Br	chembl_approved	CHEMBL931	CC BY-SA 3.0	2026-09-25	197.38	2.508	0	0	0.0	0	7	8	0	1.0	0	0	1		fragment
screen	FWFZOFOJIGRTLM-UHFFFAOYSA-N	Cc1cc(C#N)ccc1CO	coadd	CHEMBL4542244	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	147.18	1.359	1	2	44.02	1	11	20	1	0.222	0	0	1		fragment
screen	SNKZJIOFVMKAOJ-UHFFFAOYSA-N	NCCCS(=O)(=O)O	chembl_phase3	CHEMBL149082	CC BY-SA 3.0	2026-09-25	139.18	-0.777	2	3	80.39	3	8	17	0	1.0	0	0	1		fragment
screen	XXPMWCAKYNQCQM-UHFFFAOYSA-N	NC(CO)Cc1ccncc1	coadd	CHEMBL4590939	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	152.2	-0.056	2	3	59.14	3	11	23	1	0.375	0	0	1		fragment
screen	BCIAYBFBYYYPBP-UHFFFAOYSA-N	CC(C)NS(=O)(=O)NC1CCCCNC1=O	coadd	CHEMBL4590723	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	249.34	-0.512	3	3	87.3	4	16	35	1	0.889	0	0	1		fragment
screen	JQYPNVKUMXATFT-RFZPGFLSSA-N	CN[C@@H]1COC[C@H]1O	coadd	CHEMBL4587967	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	117.15	-1.035	2	3	41.49	1	8	19	1	1.0	0	0	1		fragment
screen	ITLYXQBZTJGFTB-UHFFFAOYSA-N	CN(C)CCN(C)S(N)(=O)=O	coadd	CHEMBL4539773	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	181.26	-1.317	1	3	66.64	4	11	26	0	1.0	0	0	1		fragment
screen	BMUPKNRHQBSTAK-JTQLQIEISA-N	CC(C)[C@H](N)C(=O)N1CCN(C(=O)N(C)C)CC1	coadd	CHEMBL4548242	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	256.35	-0.204	1	3	69.88	2	18	42	1	0.833	0	0	1		fragment
screen	XTEXFYLWOKPGFE-UHFFFAOYSA-N	CCc1ccc(C(C)=O)o1	coadd	CHEMBL4544435	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	138.17	2.045	0	2	30.21	2	10	20	1	0.375	0	0	1		fragment
screen	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	CC(O)C(=O)O	chembl_approved	CHEMBL1200559	CC BY-SA 3.0	2026-09-25	90.08	-0.548	2	2	57.53	1	6	12	0	0.667	0	0	1	chembl_approved:CHEMBL1200747	fragment
screen	SECXISVLQFMRJM-UHFFFAOYSA-N	CN1CCCC1=O	chembl_phase1	CHEMBL12543	CC BY-SA 3.0	2026-09-25	99.13	0.239	0	1	20.31	0	7	16	1	0.8	0	0	1		fragment
screen	RANIJPHIVXVUEN-UHFFFAOYSA-N	O=C(O)c1ccccc1[As](=O)(O)O	coadd	CHEMBL1350983	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	246.05	-1.054	3	2	94.83	2	13	20	1	0.0	0	0	1		fragment
screen	MCNFWQSWHABLQZ-UHFFFAOYSA-N	O=C(CCN1C(=O)CCC1=O)Nc1ccc(F)cc1	coadd	CHEMBL4591731	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	264.26	1.303	1	3	66.48	4	19	32	2	0.308	0	0	1		fragment
screen	BYCOSSYLDOXDNE-UHFFFAOYSA-N	FC(F)Oc1cccc(N2CCNCC2)c1	coadd	CHEMBL4532401	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	228.24	1.698	1	3	24.5	3	16	30	2	0.455	0	0	1		fragment
screen	CKOLMDGOIFWQJJ-UHFFFAOYSA-N	CSCCC(NC(=O)c1ccccc1)C(=O)NC(C)C	coadd	CHEMBL4529585	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	294.42	2.063	2	3	58.2	7	20	42	1	0.467	0	0	1		fragment
screen	ZIOFMQVJOFSLSH-IONNQARKSA-N	N[C@@H]1C[C@H]1c1ccccc1F	coadd	CHEMBL4573742	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	151.18	1.64	1	1	26.02	1	11	21	2	0.333	0	0	1		fragment
screen	CELFORIQAQLUCB-UHFFFAOYSA-N	CC(N)c1ccc(NC(=O)C2CC2)cc1	coadd	CHEMBL4580001	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	204.27	2.055	2	2	55.12	3	15	31	2	0.417	0	0	1		fragment
screen	JTSKASLHYOPXMP-UHFFFAOYSA-N	NCC(CO)Cc1cccnc1	coadd	CHEMBL4538998	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	166.22	0.191	2	3	59.14	4	12	26	1	0.444	0	0	1		fragment
screen	NTZDIRFODDGCIF-UHFFFAOYSA-N	Cc1ccccc1C(=O)NP(N)(N)=O	chembl_phase2	CHEMBL2107099	CC BY-SA 3.0	2026-09-25	213.18	0.75	3	2	98.21	2	14	26	1	0.125	0	0	1		fragment
screen	ZTHUADIJJGOSLJ-UHFFFAOYSA-N	CCN(CC)C(=O)C(C)NC(=O)c1cc(C#N)c[nH]1	coadd	CHEMBL4549158	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	262.31	0.873	2	3	88.99	5	19	37	1	0.462	0	0	1		fragment
screen	VPFGKEVDZXXQAV-UHFFFAOYSA-N	CC(O)Cn1cccn1	coadd	CHEMBL4542851	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	126.16	0.264	1	2	38.05	2	9	19	1	0.5	0	0	1		fragment
screen	JCRIVQIOJSSCQD-VIFPVBQESA-N	CN[C@@H](C)CC1CCCCC1	chembl_phase2	CHEMBL2105014	CC BY-SA 3.0	2026-09-25	155.28	2.565	1	1	12.03	3	11	32	1	1.0	0	0	1		fragment
screen	PUAQLLVFLMYYJJ-ZETCQYMHSA-N	C[C@H](N)C(=O)c1ccccc1	chembl_phase2	CHEMBL2104047	CC BY-SA 3.0	2026-09-25	149.19	1.217	1	2	43.09	2	11	22	1	0.222	0	0	1		fragment
screen	RYKLZUPYJFFNRR-UHFFFAOYSA-N	O=C1NCCCC1O	coadd	CHEMBL4535577	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	115.13	-0.743	2	2	49.33	0	8	17	1	0.8	0	0	1		fragment
screen	ZPQJOIRRDRCCIR-UHFFFAOYSA-N	CC(C)NCC(=O)NC(N)=O	coadd	CHEMBL4533630	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	159.19	-0.821	3	3	84.22	3	11	24	0	0.667	0	0	1		fragment
screen	LFHWVCNZGTVNBE-UHFFFAOYSA-N	O=S1(=O)CCCN1C1CCNCC1	coadd	CHEMBL4538133	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	204.29	-0.226	1	3	49.41	1	13	29	2	1.0	0	0	1		fragment
screen	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(CC(=O)O)C(=N)N	chembl_phase3	CHEMBL283800	CC BY-SA 3.0	2026-09-25	131.13	-1.104	3	2	90.41	2	9	18	0	0.5	0	0	1		fragment
screen	MRIJEFMQMXBWPV-BQBZGAKWSA-N	CN(C)C(=O)N[C@@H]1CN[C@H](CO)C1	coadd	CHEMBL4583152	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	187.24	-1.02	3	3	64.6	2	13	30	1	0.875	0	0	1		fragment
screen	OUOGODSBBXXITH-UHFFFAOYSA-N	CN(C)C(=O)N1CCN(C(=O)C2CCCNC2)CC1	coadd	CHEMBL4549472	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	268.36	-0.188	1	3	55.89	1	19	43	2	0.846	0	0	1		fragment
screen	QNIVIMYXGGFTAK-UHFFFAOYSA-N	CC(C)CCCC(C)N	chembl_phase2	CHEMBL2105833	CC BY-SA 3.0	2026-09-25	129.25	2.16	1	1	26.02	4	9	28	0	1.0	0	0	1		fragment
screen	GLUUGHFHXGJENI-UHFFFAOYSA-N	C1CNCCN1	chembl_approved	CHEMBL1412	CC BY-SA 3.0	2026-09-25	86.14	-0.821	2	2	24.06	0	6	16	1	1.0	0	0	1		fragment
screen	NUKYPUAOHBNCPY-UHFFFAOYSA-N	Nc1ccncc1	chembl_approved	CHEMBL284348	CC BY-SA 3.0	2026-09-25	94.12	0.664	1	2	38.91	0	7	13	1	0.0	0	0	1		fragment
screen	OHWXQQZJQIYOOL-UHFFFAOYSA-N	O=C(NCc1ccncc1)NCC1CCN(C2CC2)C1	coadd	CHEMBL4542988	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	274.37	1.365	2	3	57.26	5	20	42	3	0.6	0	0	1		fragment
screen	SMVAIZXVZZXCNA-UHFFFAOYSA-N	O=C(CCc1ccccc1)NC1CCNCC1	coadd	CHEMBL4591783	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	232.33	1.487	2	2	41.13	4	17	37	2	0.5	0	0	1		fragment
screen	AENJYEVKNPZDMU-UHFFFAOYSA-N	Cc1ccc(NC(=O)N2CCC(O)C2)cc1OC(F)F	coadd	CHEMBL4547212	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	286.28	2.195	2	3	61.8	3	20	36	2	0.462	0	0	1		fragment
screen	WHSXTWFYRGOBGO-UHFFFAOYSA-N	Cc1cccc(C(=O)O)c1O	chembl_phase2	CHEMBL448399	CC BY-SA 3.0	2026-09-25	152.15	1.399	2	2	57.53	1	11	19	1	0.125	0	0	1		fragment
