arm	inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in	stratum
screen	KVCJCEKJKGLBOK-UHFFFAOYSA-N	COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCN1CCOCC1	chembl_phase2	CHEMBL2105158	CC BY-SA 3.0	2026-09-25	405.88	3.299	0	6	57.23	8	28	52	3	0.381	0	0	0		druglike
screen	UYCNINFNERIXCS-UHFFFAOYSA-N	COc1cc(NC(=O)c2cncc(Br)c2)ncn1	coadd	CHEMBL4544758	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	309.12	1.895	1	5	77.0	3	18	27	2	0.091	0	0	0		druglike
screen	FOMJBQUIMDXCJS-UHFFFAOYSA-N	CN(Cc1ccc(N)nc1)c1ccc(C#N)cn1	coadd	CHEMBL4584186	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	239.28	1.567	1	5	78.83	3	18	31	2	0.154	0	0	0		druglike
screen	DKSDLGLRESJFOT-UHFFFAOYSA-N	C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1	chembl_phase2	CHEMBL2106583	CC BY-SA 3.0	2026-09-25	326.42	2.314	1	3	46.53	4	24	48	3	0.35	0	0	0	chembl_phase2:CHEMBL2110903	druglike
screen	YTKGCACMVXAYLA-UHFFFAOYSA-N	O=c1c2ccsc2ncn1CCn1cncn1	coadd	CHEMBL4536757	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	247.28	0.75	0	5	65.6	3	17	26	3	0.2	0	0	0		druglike
screen	CYTUCYWEWVQTAZ-UHFFFAOYSA-N	CC(C)(C)Sc1ccc2nn(CC(=O)Nc3ccc(Cl)cc3)c(=O)n2n1	coadd	CHEMBL4542451	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	391.88	3.074	1	5	81.29	4	26	44	3	0.294	0	0	0		druglike
screen	MALWOGDXLOLYKL-XFXZXTDPSA-N	CN(C)c1n/c(=N/c2cccc(Cl)c2)ss1	coadd	CHEMBL2005998	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	271.8	3.156	0	5	28.49	2	16	26	2	0.2	0	0	0		druglike
screen	LQXYCDLHSKICDY-UHFFFAOYSA-N	CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21	chembl_phase2	CHEMBL2106504	CC BY-SA 3.0	2026-09-25	305.43	3.747	0	3	30.27	4	23	46	3	0.35	0	0	0		druglike
screen	YIDDLAAKOYYGJG-UHFFFAOYSA-N	Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1	chembl_phase3	CHEMBL3916717	CC BY-SA 3.0	2026-09-25	445.5	4.684	1	5	90.52	6	33	57	5	0.292	0	0	0		druglike
screen	HTIQEAQVCYTUBX-UHFFFAOYSA-N	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	chembl_approved	CHEMBL1491	CC BY-SA 3.0	2026-09-25	408.88	2.266	2	7	99.88	8	28	53	2	0.4	0	0	0	chembl_approved:CHEMBL1200402;chembl_approved:CHEMBL1200984;chembl_approved:CHEMBL4594262;coadd:CHEMBL1491	druglike
screen	AUIHHZBJBKRDIE-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2	chembl_phase2	CHEMBL2106788	CC BY-SA 3.0	2026-09-25	369.47	2.412	2	5	74.69	7	27	54	3	0.429	0	0	0		druglike
screen	QFQMJOLIUCNBOA-UHFFFAOYSA-N	COc1ccc(Cl)cc1NC(=O)Cn1nc2c3cc(-c4ccc(C)c(C)c4)nn3ccn2c1=O	coadd	CHEMBL4593300	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	476.92	3.728	1	5	94.93	5	34	55	5	0.167	0	0	0		druglike
screen	YXZWPKTWLHVLEY-CAOOACKPSA-N	CN(C)CC/C=C1\c2ccccc2CNc2cc(Cl)ccc21	chembl_phase2	CHEMBL2105588	CC BY-SA 3.0	2026-09-25	312.84	4.649	1	2	15.27	3	22	43	3	0.263	0	0	0		druglike
screen	YCIBZAFYEWHIRE-UHFFFAOYSA-N	CN(C)CCCn1cnc2c1c(=O)n(C)c(=O)n2C	coadd	CHEMBL4558171	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	265.32	-0.615	0	4	65.06	4	19	38	2	0.583	0	0	0		druglike
screen	DCGAHTOWJJPYRC-UHFFFAOYSA-N	Clc1ccc(Cn2c(-c3cscn3)nc3c(Cl)cccc32)cn1	coadd	CHEMBL4593655	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	361.26	4.91	0	4	43.6	3	23	33	4	0.062	0	0	0		druglike
screen	FPGXSCZDAVUNGD-UHFFFAOYSA-N	CCCCOc1ccc(-c2cc3c4nnc(SCC(=O)NCc5ccccc5)n4ccn3n2)cc1	coadd	CHEMBL4554464	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	486.6	4.631	1	6	85.82	10	35	61	5	0.231	0	0	0		druglike
screen	YXQNGFLYVQCAIB-UHFFFAOYSA-N	CN(CCCNc1ncc(C(N)=O)cc1Cl)S(C)(=O)=O	coadd	CHEMBL4520798	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	320.8	0.527	2	5	105.39	7	20	37	1	0.455	0	0	0		druglike
screen	ZIEBSNCRFOIFDG-UHFFFAOYSA-N	COc1cccc(-n2ccn3c(SCC(=O)Nc4ccc5c(c4)OCCO5)nnc3c2=O)c1	coadd	CHEMBL4566590	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	465.49	2.391	1	8	108.98	6	33	52	5	0.182	0	0	0		druglike
screen	QVVOZYKELHAIPX-WVHCHWADSA-N	C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12	chembl_phase3	CHEMBL2105977	CC BY-SA 3.0	2026-09-25	358.46	1.843	1	4	59.06	6	26	54	5	0.667	0	0	0	chembl_phase3:CHEMBL2110773	druglike
screen	WCGKVETXIRUCNS-UHFFFAOYSA-N	O=C(Nc1ccc2[nH]c(CN3CCCCC3)nc2c1)c1ccc(Cl)c(Cl)c1	ippidb	2242	Institut Pasteur, no licence stated, academic-open	2026-09-25	403.31	5.108	2	3	61.02	4	27	47	4	0.3	0	1	0		druglike
screen	QFLNTQDOVCLQKW-UHFFFAOYSA-N	CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F	chembl_phase3	CHEMBL2105664	CC BY-SA 3.0	2026-09-25	460.33	5.13	1	5	76.74	4	32	46	3	0.238	0	1	0		druglike
screen	ANCYSMCIEKATGN-UHFFFAOYSA-N	CCC1C(=O)NCCN1C(=O)c1cnsn1	coadd	CHEMBL4575268	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	240.29	-0.111	1	5	75.19	2	16	28	2	0.556	0	0	0		druglike
screen	DGWUVKLBXCWNTA-UHFFFAOYSA-N	Clc1ccc(-c2nc3c4ccccc4ccn3n2)cc1	chembl_phase2	CHEMBL94113	CC BY-SA 3.0	2026-09-25	279.73	4.203	0	2	30.19	1	20	30	4	0.0	0	0	0		druglike
screen	OHABWGYGWOWJML-UHFFFAOYSA-N	N#Cc1ccnc(N2CCNCC2)c1	coadd	CHEMBL4540174	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	188.23	0.363	1	4	51.95	1	14	26	2	0.4	0	0	0		druglike
screen	HMNLOSYSAMRFEP-UHFFFAOYSA-N	CCC(C)NC(=O)c1ccc2c(=O)n(CCC(C)C)c3nn(CC#N)c(=O)n3c2c1	coadd	CHEMBL4514804	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	410.48	1.909	1	5	114.19	7	30	56	3	0.476	0	0	0		druglike
screen	ZYSCOUXLBXGGIM-UHFFFAOYSA-N	Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl	chembl_phase2	CHEMBL2325014	CC BY-SA 3.0	2026-09-25	500.36	5.154	3	7	122.99	6	31	43	4	0.0	0	2	0		druglike
screen	URGJOYDECMYFMJ-UHFFFAOYSA-N	SC1=NC2(CCCCC2)NC12CCCCC2	coadd	CHEMBL1352046	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	238.4	3.281	2	2	24.39	0	16	38	3	0.923	0	0	0		druglike
screen	MTEWEELSRDFKMF-UHFFFAOYSA-N	O=[N+]([O-])c1ccc(-c2ccccc2Nc2ccccc2Br)cc1	coadd	CHEMBL4586337	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	369.22	5.768	1	3	55.17	4	23	36	3	0.0	0	1	0		druglike
screen	YRRQAALAOMOXJW-UHFFFAOYSA-N	N#Cc1cccc(-c2csc(N)n2)c1	coadd	CHEMBL4532621	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	201.25	2.264	1	4	62.7	1	14	21	2	0.0	0	0	0		druglike
screen	LPHMXAWJYFROCO-KYJUHHDHSA-N	CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2ccc3ncccc3c2)[C@@H](CC(C)C)C1=O	ippidb	489	Institut Pasteur, no licence stated, academic-open	2026-09-25	536.68	4.721	1	4	82.61	8	40	76	5	0.333	0	1	0		druglike
screen	LGSDFTPAICUONK-UHFFFAOYSA-N	CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F	chembl_phase2	CHEMBL2103828	CC BY-SA 3.0	2026-09-25	523.96	3.085	4	7	142.16	5	34	49	4	0.05	0	1	0		druglike
screen	FOBMOHYBRJMHEY-IBGZPJMESA-N	O=C(NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc3ccoc3c1)C2)C(=O)O)c1cccs1	ippidb	181	Institut Pasteur, no licence stated, academic-open	2026-09-25	586.45	4.613	3	6	128.95	7	39	60	5	0.185	0	1	0		druglike
screen	HSSYLIYWARWUTA-SFHVURJKSA-N	CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC[C@H](CO)C3)ncn2)cc1C(F)(F)F	ippidb	1295	Institut Pasteur, no licence stated, academic-open	2026-09-25	487.59	6.646	1	5	49.25	6	34	62	4	0.385	0	1	0		druglike
screen	OAEWBOSXVQAOGM-UHFFFAOYSA-N	Cc1c(C#N)nn(-c2cccnc2)c1N	coadd	CHEMBL4535787	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	199.22	1.03	1	4	80.52	1	15	24	2	0.1	0	0	0		druglike
screen	UZMUDQFNZPSMQU-UHFFFAOYSA-N	Cc1cc(C)c(Nc2ccccc2-c2ccccc2[N+](=O)[O-])c(C)c1	coadd	CHEMBL4584319	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	332.4	5.931	1	3	55.17	4	25	45	3	0.143	0	1	0		druglike
screen	SZEAUPPGLDXGJG-UHFFFAOYSA-N	CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	chembl_phase2	CHEMBL2105329	CC BY-SA 3.0	2026-09-25	355.46	0.947	2	5	101.73	7	24	49	2	0.562	0	0	0		druglike
screen	WMJNWYCBXNTPQN-UHFFFAOYSA-N	CC(=O)Nn1cnc(=O)c(C#N)c1	chembl_phase2	CHEMBL2104115	CC BY-SA 3.0	2026-09-25	178.15	-0.795	1	4	87.78	1	13	19	1	0.143	0	0	0		druglike
screen	QCGUSIANLFXSGE-GFCCVEGCSA-N	Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1	chembl_approved	CHEMBL2105669	CC BY-SA 3.0	2026-09-25	450.32	1.513	2	8	152.79	6	31	47	4	0.235	0	0	0		druglike
screen	BDUHCSBCVGXTJM-WUFINQPMSA-N	COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1	ippidb	1650	Institut Pasteur, no licence stated, academic-open	2026-09-25	581.5	5.886	1	5	83.47	6	40	70	5	0.3	0	2	0	ippidb:2020	druglike
screen	ACLVTPBNANYOKG-UHFFFAOYSA-N	CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC(C(=O)O)CC3)ncn2)cc1C(F)(F)F	ippidb	1142	Institut Pasteur, no licence stated, academic-open	2026-09-25	501.57	6.738	1	5	66.32	6	35	61	4	0.346	0	2	0		druglike
screen	UXUZARPLRQRNNX-DXTOWSMRSA-N	Nc1nc(O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)c2n1	coadd	CHEMBL308759	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	285.24	-1.297	4	8	139.54	2	20	32	3	0.5	0	0	0		druglike
screen	TWJVPUPAIVMXNV-UHFFFAOYSA-N	N#Cc1ccccc1-c1ccc(Cn2c(-c3cscn3)nc3c(Cl)cccc32)cc1	coadd	CHEMBL4594035	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	426.93	6.4	0	4	54.5	4	30	45	5	0.042	0	1	0		druglike
screen	RILWUTQZRXWBOB-GIDUJCDVSA-N	Cn1c([N+](=O)[O-])cnc1/C=N/N1CC(CN2CCOCC2)OC1=O	chembl_phase2	CHEMBL3989625	CC BY-SA 3.0	2026-09-25	338.32	-0.185	0	8	115.33	5	24	42	3	0.615	0	0	0		druglike
screen	XLSYZSRXVVCHLS-UHFFFAOYSA-N	COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1	chembl_phase1	CHEMBL3545083	CC BY-SA 3.0	2026-09-25	545.64	2.421	3	8	115.06	8	40	75	6	0.414	0	1	0		druglike
screen	YPAQBCLUJBPATB-SSEXGKCCSA-N	O=C(N1CCC[C@](Oc2ccc(C(F)(F)F)cc2)(C(=O)NCCc2ccccc2)C1)C1(c2ccc(Cl)cc2)CC1	ippidb	200	Institut Pasteur, no licence stated, academic-open	2026-09-25	571.04	6.19	1	3	58.64	8	40	70	5	0.355	0	2	0		druglike
screen	BXQRASWFYHJONT-UHFFFAOYSA-N	CN(C)CCCn1cnc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5ccccc5cn4)cn3C)cn2C)c1	coadd	CHEMBL3814528	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	567.65	3.817	3	6	131.11	10	42	75	5	0.233	0	1	0		druglike
screen	PMQVHZWPTPIEOF-UHFFFAOYSA-N	COc1ccc(NC(=O)Cn2nc3c(N4CCOCC4)nccn3c2=O)c(OC)c1	coadd	CHEMBL4557853	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	414.42	0.384	1	8	112.22	6	30	52	4	0.368	0	0	0		druglike
screen	WOQIDNWTQOYDLF-CGAIIQECSA-N	CN1CCC[C@H]1CCNC(=O)c1cn2c3c(c(N4CCC(c5cnccn5)C4)c(F)cc3c1=O)Oc1cc3ccccc3cc1-2	chembl_phase2	CHEMBL3989407	CC BY-SA 3.0	2026-09-25	604.69	5.387	1	7	92.59	6	45	78	8	0.314	0	2	0		druglike
screen	SNPLKNRPJHDVJA-UHFFFAOYSA-N	CC(C)(CO)C(O)C(=O)NCCCO	chembl_phase3	CHEMBL1371937	CC BY-SA 3.0	2026-09-25	205.25	-1.136	4	4	89.79	6	14	33	0	0.889	0	0	0		druglike
screen	YJCZPJQGFSSFOL-MNZPCBJKSA-N	CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2	chembl_phase2	CHEMBL4091801	CC BY-SA 3.0	2026-09-25	642.6	6.807	3	4	98.74	5	44	82	8	0.559	0	2	0		druglike
screen	NVNDSZWHCFDEAR-UCDLYESDSA-N	CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CCNCc1ccccc1)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1	ippidb	2077	Institut Pasteur, no licence stated, academic-open	2026-09-25	609.82	4.325	4	5	102.57	13	45	92	5	0.432	0	1	0		druglike
screen	FTMNZJASLMPPNW-MHFVGYLCSA-N	Cc1cn([C@H]2O[C@@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@H](O)[C@H]2F)c(=O)[nH]c1=O	chembl_phase2	CHEMBL5095214	CC BY-SA 3.0	2026-09-25	529.46	1.575	3	9	158.18	10	36	65	3	0.5	0	1	0		druglike
screen	BCIPILGGOSCOMC-MHZLTWQESA-N	CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC1(C(=O)NC(c2ccccc2)c2ccccc2)CCCC1	ippidb	2089	Institut Pasteur, no licence stated, academic-open	2026-09-25	633.84	3.4	7	5	178.3	16	46	97	3	0.514	0	2	0		druglike
screen	SASAWKFCSDRAGD-UHFFFAOYSA-N	Oc1c(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c(Cl)c1Cl	ippidb	1929	Institut Pasteur, no licence stated, academic-open	2026-09-25	376.88	6.98	1	1	20.23	1	19	23	2	0.0	0	1	0		druglike
screen	SBFXHXZNBNFPHV-PXXBSISHSA-N	CC[C@@H](C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	chembl_phase2	CHEMBL2106411	CC BY-SA 3.0	2026-09-25	577.73	2.521	3	6	118.21	5	42	85	7	0.656	0	1	0		druglike
screen	UOCJDOLVGGIYIQ-PBFPGSCMSA-N	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1	chembl_phase2	CHEMBL1095284	CC BY-SA 3.0	2026-09-25	462.51	0.041	5	9	174.53	7	31	49	4	0.278	0	0	0	coadd:CHEMBL3115472	druglike
screen	FYRJJCYFYLLOSC-LXFBAYGMSA-N	CCC[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)[C@H](c1ccc(Cl)cc1)c1c[nH]c2c(F)cc(C)cc12	chembl_phase2	CHEMBL1933350	CC BY-SA 3.0	2026-09-25	521.03	7.189	3	2	82.19	10	37	67	4	0.267	0	2	0		druglike
screen	SWOYNTHAVGKVJZ-HNQUOIGGSA-N	O=C(/C=C/c1ccc(Cl)s1)c1ccc(Cl)s1	coadd	CHEMBL4296971	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	289.21	5.013	0	3	17.07	3	16	22	2	0.0	0	1	0		druglike
screen	DNTVJEMGHBIUMW-IBGZPJMESA-N	COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1	chembl_phase2	CHEMBL1933349	CC BY-SA 3.0	2026-09-25	588.49	7.5	2	4	93.45	9	41	68	5	0.156	0	2	0		druglike
screen	MJJALKDDGIKVBE-UHFFFAOYSA-N	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	chembl_approved	CHEMBL305660	CC BY-SA 3.0	2026-09-25	469.67	7.218	0	3	29.54	9	35	74	4	0.406	0	1	0		druglike
screen	ITWIHGMLGQLAFE-UFSUGYSCSA-N	CC(=O)O[C@H]1C[C@@]2(C)C(CC(=O)C3[C@@]4(C)CCC(=O)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)OCc1ccccc1	coadd	CHEMBL4514717	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	602.81	7.741	0	6	86.74	7	44	94	5	0.632	0	2	0		druglike
screen	MUNWOYRHJPWQNE-GMFUQMJFSA-N	COC[C@H]1CN(C(=O)[C@]2(F)CN(C3CCCC3)C[C@H]2c2ccc(OC)cc2)C[C@@H]1c1ccc(C(F)(F)F)cc1N1CCC(C(=O)O)CC1	chembl_phase1	CHEMBL4802244	CC BY-SA 3.0	2026-09-25	675.76	5.954	1	6	82.55	9	48	93	6	0.611	0	2	0	chembl_phase3:CHEMBL4802160	druglike
screen	RCMMPOBOKPZDDU-UHFFFAOYSA-N	COC(=O)C(C)S(N)(=O)=O	coadd	CHEMBL4572436	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	167.19	-1.164	1	4	86.46	2	10	19	0	0.75	0	0	0		druglike
screen	ATPRYWVAPFXDLB-XHCCPWGMSA-N	C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@H]1c1ccc(Cl)cc1	ippidb	1374	Institut Pasteur, no licence stated, academic-open	2026-09-25	664.37	6.222	0	4	53.09	6	38	66	5	0.31	0	2	0		druglike
screen	LVBMFPUTQOHXQE-UHFFFAOYSA-N	N=C(N)NCCCCCCNC(=O)COC(=O)NCCCCNCCCN	chembl_phase2	CHEMBL98034	CC BY-SA 3.0	2026-09-25	387.53	-0.409	7	6	167.38	17	27	64	0	0.824	0	1	0		druglike
screen	MHOPTQKTBICWMN-WDYNHAJCSA-N	CCN(CC)C(=O)[C@@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1	ippidb	807	Institut Pasteur, no licence stated, academic-open	2026-09-25	736.43	6.993	1	4	98.23	11	43	75	4	0.312	0	2	0		druglike
screen	RACMGQBQYYWANW-UHFFFAOYSA-N	Oc1ccc(Nc2ccc3ccccc3c2)cc1	coadd	CHEMBL1699265	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	235.29	4.289	2	2	32.26	2	18	31	3	0.0	0	0	0		druglike
screen	ZNKWRAKPQQZLNX-ZDQHWEPJSA-N	CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1	chembl_phase1	CHEMBL4650222	CC BY-SA 3.0	2026-09-25	742.92	5.037	5	12	165.83	14	52	94	7	0.368	0	3	0	chembl_phase2:CHEMBL4297483	druglike
screen	QXACEHWTBCFNSA-SFQUDFHCSA-N	CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1	chembl_phase2	CHEMBL497318	CC BY-SA 3.0	2026-09-25	316.49	6.066	2	2	40.46	9	23	55	1	0.524	0	1	0		druglike
screen	PACJCVGQWPAPTF-UHFFFAOYSA-N	CS(=O)(=O)NCCNC(=O)C1CCN(S(C)(=O)=O)CC1	coadd	CHEMBL4573439	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	327.43	-1.677	2	5	112.65	6	20	41	1	0.9	0	0	0		druglike
screen	XOXBNFKSIDCMFB-QHCPKHFHSA-N	CS(=O)(=O)n1cc(C(=O)NC[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc(Cl)cc2)C3)C(=O)O)c2ccccc21	ippidb	639	Institut Pasteur, no licence stated, academic-open	2026-09-25	691.98	4.221	3	6	154.88	8	45	70	5	0.2	0	1	0		druglike
screen	NHVGUHQBLOOYQG-UHFFFAOYSA-N	COC(=O)COCC(C)=O	coadd	CHEMBL4517762	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	146.14	-0.235	0	4	52.6	4	10	20	0	0.667	0	0	0		druglike
screen	XESARGFCSKSFID-FLLFQEBCSA-N	NC(=O)c1[nH]nc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O	chembl_phase2	CHEMBL2105330	CC BY-SA 3.0	2026-09-25	259.22	-2.632	6	7	161.92	3	18	31	2	0.556	0	1	0		druglike
screen	OIECDSKSPRTZHG-NJBDSQKTSA-N	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	chembl_phase2	CHEMBL2111139	CC BY-SA 3.0	2026-09-25	429.48	-0.248	4	6	153.11	6	28	47	3	0.438	0	0	0		druglike
screen	WWYUYRBRIOXUHU-UHFFFAOYSA-N	CC(C)c1sc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC=O)cn4C)cn3C)cn2C)nc1C(=O)NCCCN(C)C	coadd	CHEMBL4586465	CC BY-SA 3.0 via ChEMBL. NOT taken from db.co-add.org, whose own notice restricts systematic download and non-commercial use	2026-09-26	664.79	3.289	5	8	176.42	14	47	87	4	0.355	0	1	0		druglike
screen	AWSWJRUMDBPELJ-UHFFFAOYSA-N	Cc1ncc([N+](=O)[O-])n1CCOC(=O)CN(CC(=O)O)CC(=O)OCCn1c([N+](=O)[O-])cnc1C	chembl_phase2	CHEMBL4303058	CC BY-SA 3.0	2026-09-25	497.42	-0.314	1	12	215.06	14	35	58	2	0.5	0	1	0		druglike
screen	WFJIVOKAWHGMBH-UHFFFAOYSA-N	CCCCCCc1ccc(O)cc1O	chembl_approved	CHEMBL443605	CC BY-SA 3.0	2026-09-25	194.27	3.221	2	2	40.46	5	14	32	1	0.5	0	0	0		druglike
screen	LFEGKCKGGNXWDV-KBPBESRZSA-N	O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)O	chembl_phase1	CHEMBL456029	CC BY-SA 3.0	2026-09-25	564.33	1.653	7	5	194.16	13	32	57	1	0.421	0	2	0		druglike
