arm	inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in
screen	MAFACRSJGNJHCF-UHFFFAOYSA-N	COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1	chembl_phase1	CHEMBL5314406	CC BY-SA 3.0	2026-09-25	642.79	5.969	3	11	126.0	11	46	84	6	0.333	0	3	0	
screen	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(=O)O	chembl_phase3	CHEMBL239243	CC BY-SA 3.0	2026-09-25	125.15	-1.167	2	3	80.39	2	7	14	0	1.0	0	0	1	
screen	JHSLCXRZVJOZQZ-ZJUUUORDSA-N	CCOC(=O)C(C)(C)COS(=O)(=O)ON1C(=O)N2C[C@H]1CC[C@H]2C(N)=O	chembl_phase2	CHEMBL4284604	CC BY-SA 3.0	2026-09-25	393.42	-0.477	1	8	145.54	8	26	49	2	0.786	0	0	0	
screen	MAJFXTGRPADJLU-UHFFFAOYSA-N	CC[N+](C)(CC)CCSC1=Nc2ccccc2N=C(c2ccc(Sc3ccccc3)cc2)C1	chembl_phase2	CHEMBL2107065	CC BY-SA 3.0	2026-09-25	474.72	7.612	0	4	24.72	8	33	65	4	0.286	0	1	0	chembl_phase2:CHEMBL2111016
screen	XEFQLINVKFYRCS-UHFFFAOYSA-N	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	chembl_approved	CHEMBL849	CC BY-SA 3.0	2026-09-25	289.54	5.145	1	2	29.46	2	17	24	2	0.0	0	1	0	
screen	OFVLGDICTFRJMM-WESIUVDSSA-N	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	chembl_approved	CHEMBL1440	CC BY-SA 3.0	2026-09-25	444.44	-0.214	6	9	181.62	2	32	56	4	0.409	0	1	0	chembl_approved:CHEMBL454950;chembl_approved:CHEMBL1201071
screen	CYDRXTMLKJDRQH-UHFFFAOYSA-N	CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1	chembl_phase2	CHEMBL1885899	CC BY-SA 3.0	2026-09-25	304.54	6.184	0	0	0.0	13	22	60	1	0.714	0	1	0	chembl_phase2:CHEMBL1907001
screen	AWSWJRUMDBPELJ-UHFFFAOYSA-N	Cc1ncc([N+](=O)[O-])n1CCOC(=O)CN(CC(=O)O)CC(=O)OCCn1c([N+](=O)[O-])cnc1C	chembl_phase2	CHEMBL4303058	CC BY-SA 3.0	2026-09-25	497.42	-0.314	1	12	215.06	14	35	58	2	0.5	0	1	0	
screen	KSCFJBIXMNOVSH-UHFFFAOYSA-N	Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O	chembl_approved	CHEMBL1752	CC BY-SA 3.0	2026-09-25	254.25	-2.213	2	5	102.28	3	18	32	2	0.5	0	0	0	
screen	NNDHDYDFEDRMGH-ZPGZUGTNSA-N	CCN1C[C@]2(COC(=O)c3ccccc3N)CC[C@H](OC)[C@]34C5C[C@@H]6[C@@H](OC)C[C@@](O)(C5[C@H]6OC)[C@@](O)(C13)[C@@H](OC)C24	chembl_phase1	CHEMBL359227	CC BY-SA 3.0	2026-09-25	586.73	1.718	3	10	132.94	8	42	88	7	0.781	0	1	0	
screen	AJDSHXKJJDQZCJ-UHFFFAOYSA-N	CN(C)CCC(c1ccccc1)C1CCCCC1	chembl_phase2	CHEMBL2106747	CC BY-SA 3.0	2026-09-25	245.41	4.302	0	1	3.24	5	18	45	2	0.647	0	0	0	
screen	AUNGANRZJHBGPY-SCRDCRAPSA-N	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	chembl_approved	CHEMBL1534	CC BY-SA 3.0	2026-09-25	376.37	-1.724	5	8	161.56	5	27	47	3	0.412	0	0	0	
screen	WNEODWDFDXWOLU-QHCPKHFHSA-N	C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1	chembl_phase3	CHEMBL4065122	CC BY-SA 3.0	2026-09-25	664.81	3.574	2	9	120.99	7	49	93	8	0.459	0	1	0	
screen	KRKNYBCHXYNGOX-UHFFFAOYSA-M	O=C([O-])CC(O)(CC(=O)O)C(=O)O	chembl_phase2	CHEMBL4650302	CC BY-SA 3.0	2026-09-25	191.11	-2.583	3	5	134.96	5	13	20	0	0.5	0	0	0	
screen	GLDSBTCHEGZWCV-NVDFJPPOSA-N	CC[C@]12CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(c4cc5c(cc4OC)N(C=O)[C@H]4[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]6(CC)C=CCN7CC[C@]54[C@@H]76)C[C@@H](C3)[C@H]1O2	chembl_phase2	CHEMBL3989836	CC BY-SA 3.0	2026-09-25	822.96	3.534	2	12	163.47	8	60	114	10	0.565	0	2	0	
screen	YETULFFXNIHQLK-UHFFFAOYSA-N	C#Cc1ccc(-c2ccccc2F)cc1	chembl_phase2	CHEMBL2106321	CC BY-SA 3.0	2026-09-25	196.22	3.474	0	0	0.0	1	15	24	2	0.0	0	0	0	
screen	KXNPVXPOPUZYGB-IOVMHBDKSA-N	CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1	chembl_approved	CHEMBL1166	CC BY-SA 3.0	2026-09-25	508.65	0.913	6	6	177.71	9	35	71	3	0.609	0	2	0	
screen	OPVPGKGADVGKTG-BQBZGAKWSA-N	CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	chembl_phase2	CHEMBL1329032	CC BY-SA 3.0	2026-09-25	304.25	-1.6	5	5	170.1	9	21	37	0	0.545	0	0	0	
screen	FIOAEFCJGZJUPW-ODFYUTSGSA-N	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C[131I])[C@H]3CC[C@]12C	chembl_phase2	CHEMBL2105011	CC BY-SA 3.0	2026-09-25	516.56	7.804	1	1	20.23	6	29	74	4	0.926	0	2	0	
screen	QUIJNHUBAXPXFS-XLJNKUFUSA-N	COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12	chembl_approved	CHEMBL376488	CC BY-SA 3.0	2026-09-25	555.52	7.131	1	4	45.59	8	37	68	5	0.219	0	2	0	chembl_approved:CHEMBL2105700
screen	XBUXXJUEBFDQHD-NHCUHLMSSA-N	O=C(O)c1ccc([C@H]2C[C@@H]2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1	chembl_phase2	CHEMBL3822773	CC BY-SA 3.0	2026-09-25	554.86	8.728	1	4	72.56	8	37	59	6	0.241	0	2	0	
screen	FBPFZTCFMRRESA-KVTDHHQDSA-N	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	chembl_approved	CHEMBL689	CC BY-SA 3.0	2026-09-25	182.17	-3.585	6	6	121.38	5	12	26	0	1.0	0	1	0	
screen	LPUDGHQMOAHMMF-JBACZVJFSA-N	CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O	chembl_phase2	CHEMBL42583	CC BY-SA 3.0	2026-09-25	584.69	0.318	7	8	225.22	17	40	80	2	0.615	0	2	0	
screen	NJXZWIIMWNEOGJ-WEWKHQNJSA-N	COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1	chembl_phase2	CHEMBL582857	CC BY-SA 3.0	2026-09-25	630.12	2.868	1	9	125.92	8	43	75	5	0.333	0	1	0	
screen	AGURKSYKTJQPNA-UHFFFAOYSA-N	CCCCCC1(CCCCC)Cc2c(cc(C(C)(C)C)c(O)c2C(C)(C)C)O1	chembl_phase2	CHEMBL104186	CC BY-SA 3.0	2026-09-25	388.64	7.822	1	2	29.46	8	28	72	2	0.769	0	1	0	
screen	XSPUSVIQHBDITA-RKYNPMAHSA-N	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1	chembl_phase2	CHEMBL2105953	CC BY-SA 3.0	2026-09-25	479.5	-1.19	3	12	190.81	7	32	49	4	0.375	0	1	0	
screen	SILHYVDKGHXGBL-UHFFFAOYSA-N	Cc1c(F)cccc1CCCCOc1ccc(C#Cc2ccc(F)c3c(CCCC(=O)O)c(C)n(CCCC(=O)O)c23)cc1	chembl_phase2	CHEMBL3597634	CC BY-SA 3.0	2026-09-25	601.69	7.61	2	3	88.76	14	44	81	4	0.333	0	2	0	
screen	ZKIDWWQMNXGYHV-BYJSBFAFSA-N	CC1=C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2C[C@@H](C)[C@]3(O)C(=O)COC(=O)c2cccc(S(=O)(=O)O)c2)[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12	chembl_phase2	CHEMBL2106054	CC BY-SA 3.0	2026-09-25	672.8	4.841	3	8	156.02	6	48	88	7	0.432	0	1	0	
screen	VSEIDZLLWQQJGK-BRXYURPTSA-N	C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C	chembl_approved	CHEMBL2111186	CC BY-SA 3.0	2026-09-25	711.77	5.952	7	7	235.66	12	52	93	5	0.342	0	3	0	
screen	PJZPDFUUXKKDNB-KNINVFKUSA-N	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1	chembl_phase2	CHEMBL297884	CC BY-SA 3.0	2026-09-25	774.94	6.053	4	11	181.31	9	55	105	7	0.55	0	3	0	
screen	JNSMRGMLNPEWLR-PDCLSYJBSA-N	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)NCc4ccc(S(N)(=O)=O)cc4)C3)[C@H](C)[C@H]12	chembl_phase2	CHEMBL5095168	CC BY-SA 3.0	2026-09-25	524.62	-0.432	5	8	179.13	8	35	63	4	0.5	0	1	0	
screen	XVQUOJBERHHONY-SECBINFHSA-N	CN[C@H](C)CCC=C(C)C	chembl_phase2	CHEMBL1476245	CC BY-SA 3.0	2026-09-25	141.26	2.341	1	1	12.03	4	10	29	0	0.778	0	0	1	
screen	DVJAMEIQRSHVKC-BDAKNGLRSA-N	O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O	chembl_phase3	CHEMBL4296719	CC BY-SA 3.0	2026-09-25	241.1	-2.059	4	5	84.83	4	17	37	2	0.9	0	0	0	chembl_phase3:CHEMBL4297203
screen	DZMVCVHATYROOS-ZBFGKEHZSA-N	CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C	chembl_phase2	CHEMBL3989512	CC BY-SA 3.0	2026-09-25	701.99	3.993	2	7	120.52	20	50	117	2	0.744	0	1	0	
screen	GGGDNPWHMNJRFN-UHFFFAOYSA-M	CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I	chembl_approved	CHEMBL1200423	CC BY-SA 3.0	2026-09-25	626.93	1.805	1	4	89.54	3	21	31	1	0.25	0	1	0	chembl_approved:CHEMBL2068723;chembl_approved:CHEMBL2364738
screen	JWCSIUVGFCSJCK-CAVRMKNVSA-N	CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21	chembl_approved	CHEMBL74632	CC BY-SA 3.0	2026-09-25	520.48	-1.128	4	11	206.3	9	36	56	4	0.35	0	2	0	
screen	STPKWKPURVSAJF-LJEWAXOPSA-N	CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O	chembl_approved	CHEMBL17879	CC BY-SA 3.0	2026-09-25	674.97	6.625	1	6	70.08	13	48	104	7	0.55	0	2	0	chembl_approved:CHEMBL363392
screen	ULGZDMOVFRHVEP-RWJQBGPGSA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	chembl_approved	CHEMBL532	CC BY-SA 3.0	2026-09-25	733.94	1.786	5	14	193.91	7	51	118	3	0.946	0	2	0	chembl_approved:CHEMBL1200510
screen	POPWFGNRCCUJGU-RSSVFQIBSA-N	C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)C/C1=N\N=C1/C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C[C@H]1C	chembl_phase2	CHEMBL2104416	CC BY-SA 3.0	2026-09-25	633.02	9.863	2	4	65.18	1	46	114	8	0.952	0	2	0	
screen	RSBPYSTVZQAADE-RQJHMYQMSA-N	NCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O	chembl_phase3	CHEMBL3989959	CC BY-SA 3.0	2026-09-25	324.31	-2.004	3	7	151.5	6	21	37	2	0.778	0	0	0	
screen	IYJMSDVSVHDVGT-PEQKVOOWSA-N	CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C	chembl_phase2	CHEMBL1697843	CC BY-SA 3.0	2026-09-25	794.98	2.872	5	14	192.06	8	56	122	8	0.929	0	2	0	
screen	QTBMDDQRDDABNC-UHFFFAOYSA-N	CCCCOP(=O)(CC(CCOc1ccccc1)CP(=O)(OCCCC)OCCCC)OCCCC	chembl_phase2	CHEMBL2103776	CC BY-SA 3.0	2026-09-25	548.64	8.725	0	7	80.29	24	36	86	1	0.778	0	2	0	
screen	VWUXBMIQPBEWFH-WCCTWKNTSA-N	C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O	chembl_approved	CHEMBL1358	CC BY-SA 3.0	2026-09-25	606.78	8.683	2	3	63.52	14	41	88	4	0.812	0	2	0	
screen	JQXVCGMANURRRW-UHFFFAOYSA-N	O=C1c2cc(-c3ccc(CN4CCCC4)cc3)c3c4c(cc(NCCN5CCCC5)c(c24)C(=O)N1CCCN1CCOCC1)C(=O)N(CCCN1CCOCC1)C3=O	chembl_phase1	CHEMBL4640542	CC BY-SA 3.0	2026-09-25	791.99	4.247	1	11	118.21	15	58	115	9	0.556	0	2	0	
screen	DXOJIXGRFSHVKA-BZVZGCBYSA-N	CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C	chembl_phase3	CHEMBL4279455	CC BY-SA 3.0	2026-09-25	831.91	4.47	3	14	210.29	9	60	113	7	0.556	0	2	0	
screen	DSLZVSRJTYRBFB-AJSXGEPRSA-N	O=C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O	chembl_phase2	CHEMBL3707373	CC BY-SA 3.0	2026-09-25	210.14	-3.401	6	6	155.52	5	14	24	0	0.667	0	1	0	
screen	KUQWGLQLLVFLSM-ONAXAZCASA-N	CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1	chembl_phase3	CHEMBL4525964	CC BY-SA 3.0	2026-09-25	757.95	3.895	3	9	180.52	6	53	108	6	0.711	0	1	0	
screen	KSKLDMGKWDUQCT-DNQXCXABSA-N	O=C(OCOC(=O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)OCOC(=O)OC1CCOCC1)OC1CCOCC1	chembl_phase1	CHEMBL6068552	CC BY-SA 3.0	2026-09-25	656.68	2.195	0	14	182.74	13	46	90	4	0.8	0	2	0	
screen	QYNUQALWYRSVHF-ABLWVSNPSA-L	Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)CN21	chembl_phase3	CHEMBL2103811	CC BY-SA 3.0	2026-09-25	455.43	-3.191	4	11	199.64	7	33	54	4	0.35	0	1	0	
screen	OHKOGUYZJXTSFX-KZFFXBSXSA-L	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-]	chembl_approved	CHEMBL1200855	CC BY-SA 3.0	2026-09-25	382.42	-2.121	1	8	129.67	5	25	39	3	0.467	0	0	0	
screen	SNBUBQHDYVFSQF-HIFRSBDPSA-M	CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21	chembl_approved	CHEMBL1201118	CC BY-SA 3.0	2026-09-25	470.54	-2.063	1	12	166.16	9	30	46	3	0.533	0	1	0	
screen	LCTONWCANYUPML-UHFFFAOYSA-N	CC(=O)C(=O)O	chembl_phase2	CHEMBL1162144	CC BY-SA 3.0	2026-09-25	88.06	-0.34	1	2	54.37	1	6	10	0	0.333	0	0	1	
screen	TXHUMRBWIWWBGW-GVGNIZHQSA-N	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C	chembl_phase2	CHEMBL1697794	CC BY-SA 3.0	2026-09-25	440.67	7.691	1	3	46.53	10	32	76	4	0.759	0	1	0	
screen	HZIYEEMJNBKMJH-UHFFFAOYSA-N	Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	chembl_approved	CHEMBL3989917	CC BY-SA 3.0	2026-09-25	688.61	5.737	1	6	106.03	8	47	82	4	0.419	0	2	0	
screen	HHFIATHHSBFCBY-UHFFFAOYSA-N	CNC(=O)CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I	chembl_phase2	CHEMBL2105024	CC BY-SA 3.0	2026-09-25	670.97	1.633	4	4	124.6	5	24	36	1	0.231	0	1	0	
screen	FOYWNSCCNCUEPU-UHFFFAOYSA-N	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1	chembl_phase2	CHEMBL2106769	CC BY-SA 3.0	2026-09-25	421.5	-1.008	4	11	142.2	11	30	61	3	0.684	0	1	0	
screen	OKACKALPXHBEMA-UHFFFAOYSA-N	OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	chembl_phase2	CHEMBL2104857	CC BY-SA 3.0	2026-09-25	725.7	4.794	4	8	117.84	12	33	49	0	1.0	0	1	0	
screen	SECXISVLQFMRJM-UHFFFAOYSA-N	CN1CCCC1=O	chembl_phase1	CHEMBL12543	CC BY-SA 3.0	2026-09-25	99.13	0.239	0	1	20.31	0	7	16	1	0.8	0	0	1	
screen	FPUQGCOBYOXAED-UHFFFAOYSA-N	CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)c(C(=O)N(C)C)c1)(C(=O)OCC)c1ccccc1	chembl_phase2	CHEMBL4297618	CC BY-SA 3.0	2026-09-25	718.73	6.476	1	8	128.31	13	52	89	4	0.256	0	2	0	
screen	ZLNMZWDQJJAEAM-QPBDZWBWSA-N	O=C(N[C@H]1[C@H](OC(=O)c2cccnc2)O[C@H](COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1	chembl_phase2	CHEMBL2106431	CC BY-SA 3.0	2026-09-25	704.65	2.65	1	15	207.98	11	52	80	6	0.167	0	2	0	
screen	FNDSQXMSCAOERP-UHFFFAOYSA-N	CCC(C(=O)OCC(COC(=O)C(CC)c1ccccc1)(COC(=O)C(CC)c1ccccc1)COC(=O)C(CC)c1ccccc1)c1ccccc1	chembl_phase2	CHEMBL2103934	CC BY-SA 3.0	2026-09-25	720.9	8.921	0	8	105.2	20	53	105	4	0.378	0	2	0	
screen	NRWORBQAOQVYBJ-GJZUVCINSA-M	CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)[O-])cn2)C[C@H]1CC	chembl_phase1	CHEMBL6068417	CC BY-SA 3.0	2026-09-25	721.6	7.335	0	8	107.92	11	50	80	4	0.438	0	2	0	
screen	JWCSIUVGFCSJCK-CAVRMKNVSA-L	CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21	chembl_approved	CHEMBL1200357	CC BY-SA 3.0	2026-09-25	518.46	-3.797	2	13	211.96	9	36	54	4	0.35	0	2	0	
screen	GMJWGJSDPOAZTP-MIDYMNAOSA-N	COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C	chembl_phase1	CHEMBL1096237	CC BY-SA 3.0	2026-09-25	869.92	3.956	4	15	230.52	10	63	114	7	0.447	0	2	0	
screen	DJSXNILVACEBLP-UHFFFAOYSA-J	N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-]	chembl_approved	CHEMBL3707306	CC BY-SA 3.0	2026-09-25	338.25	-5.418	0	11	187.55	8	23	29	1	0.25	0	1	0	
screen	CJCYTUJOSMYXLE-JDLSZIHUSA-N	CO[C@@H]1[C@H](OP(=O)(OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)SCOC(=O)OC(C)C)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O	chembl_phase2	CHEMBL1076930	CC BY-SA 3.0	2026-09-25	703.62	0.274	4	18	263.69	13	47	81	5	0.6	0	2	0	
screen	XDMUFNNPLXHNKA-ZTESCHFWSA-N	C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	chembl_phase2	CHEMBL3827379	CC BY-SA 3.0	2026-09-25	691.04	8.108	2	5	86.71	7	49	111	7	0.738	0	2	0	
screen	HRWVXKVRSNICJQ-GMJIGYHYSA-N	CN(C)[C@@H]1C(O)=C(C(=O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	chembl_phase2	CHEMBL4297077	CC BY-SA 3.0	2026-09-25	630.65	-1.563	8	13	231.64	7	45	83	5	0.533	0	3	0	
screen	XATZHCXBMKRRDO-REHNUXHNSA-N	CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	chembl_phase2	CHEMBL2105824	CC BY-SA 3.0	2026-09-25	586.64	-1.016	7	12	194.34	6	42	80	5	0.552	0	3	0	chembl_phase2:CHEMBL3833378
screen	VMIYNXFWQJSJDA-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC[N+](C)(CCCN1C(C)CCC1C)CCCN1C(C)CCC1C	chembl_phase2	CHEMBL2106964	CC BY-SA 3.0	2026-09-25	534.98	9.44	0	2	6.48	23	38	110	2	1.0	0	2	0	chembl_phase2:CHEMBL2110993
screen	HDFVMCZXNURVCU-UHFFFAOYSA-N	Cc1ccc(C(C)C)c(OCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCOc2cc(C)ccc2C(C)C)c1	chembl_phase2	CHEMBL2106404	CC BY-SA 3.0	2026-09-25	582.96	9.282	0	2	18.46	21	42	108	2	0.684	0	2	0	chembl_phase2:CHEMBL2110872
screen	QPYJXFZUIJOGNX-HSUXUTPPSA-N	OC[C@H]1CNC[C@@H](O)[C@@H]1O	chembl_phase2	CHEMBL206468	CC BY-SA 3.0	2026-09-25	147.17	-2.08	4	4	72.72	1	10	23	1	1.0	0	0	0	
screen	JBYJTCVXUMWTJJ-YRCZKMHPSA-N	COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)c4c3OCO4)cc2)[nH]1)C(C)C	chembl_phase2	CHEMBL6068007	CC BY-SA 3.0	2026-09-25	782.9	5.951	4	10	193.1	11	57	107	7	0.463	0	2	0	
screen	RGFBRLNVZCCMSV-BIRGHMBHSA-N	CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(N)n1	chembl_phase3	CHEMBL4594371	CC BY-SA 3.0	2026-09-25	604.72	-0.037	2	14	179.7	9	39	59	5	0.273	0	2	0	
screen	SQVRNKJHWKZAKO-USOVHJGOSA-N	CC(=O)N[C@H]1[C@H]([C@@H](O)[C@@H](O)CO)O[C@@](O)(C(=O)O)C[C@@H]1O	chembl_phase2	CHEMBL152452	CC BY-SA 3.0	2026-09-25	309.27	-3.872	7	8	176.78	5	21	40	1	0.818	0	1	0	
screen	RZESKRXOCXWCFX-UHFFFAOYSA-N	CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O	chembl_phase2	CHEMBL106971	CC BY-SA 3.0	2026-09-25	419.44	-3.362	5	8	179.82	16	29	58	0	0.688	0	0	0	
