inchikey	smiles	source	source_id	licence	fetched	mw	clogp	hbd	hba	tpsa	rotb	heavy	total_atoms	rings	frac_csp3	pains	ro5_viol	is_fragment	also_in
SPIUTQOUKAMGCX-UHFFFAOYSA-N	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	chembl_approved	CHEMBL1493	CC BY-SA 3.0	2026-09-25	391.47	4.411	0	5	59.75	5	29	54	4	0.333	0	0	0	chembl_approved:CHEMBL1200875
SPMVMDHWKHCIDT-UHFFFAOYSA-N	COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC	chembl_approved	CHEMBL1289494	CC BY-SA 3.0	2026-09-25	454.87	5.638	2	7	107.74	6	32	51	4	0.136	0	1	0	chembl_approved:CHEMBL2105756
SPPTWHFVYKCNNK-FQEVSTJZSA-N	O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1	chembl_approved	CHEMBL1200368	CC BY-SA 3.0	2026-09-25	404.42	3.07	4	4	115.73	7	30	50	3	0.087	0	0	0	
SQYNKIJPMDEDEG-UHFFFAOYSA-N	CC1OC(C)OC(C)O1	chembl_approved	CHEMBL1410743	CC BY-SA 3.0	2026-09-25	132.16	1.088	0	3	27.69	0	9	21	1	1.0	0	0	1	
SRZNHPXWXCNNDU-RHBCBLIFSA-L	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21	chembl_approved	CHEMBL1201098	CC BY-SA 3.0	2026-09-25	573.62	-4.067	2	15	225.59	9	36	51	4	0.412	0	2	0	
SRZNHPXWXCNNDU-RHBCBLIFSA-N	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21	chembl_approved	CHEMBL474579	CC BY-SA 3.0	2026-09-25	575.63	-1.397	4	13	219.93	9	36	53	4	0.412	0	2	0	
SSOLNOMRVKKSON-UHFFFAOYSA-N	CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	chembl_approved	CHEMBL1377	CC BY-SA 3.0	2026-09-25	253.74	2.209	5	2	83.79	2	17	33	1	0.273	0	0	0	chembl_approved:CHEMBL1201059
SSQPWTVBQMWLSZ-AAQCHOMXSA-N	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC	chembl_approved	CHEMBL2095209	CC BY-SA 3.0	2026-09-25	330.51	6.471	0	2	26.3	14	24	58	0	0.5	0	1	0	
STECJAGHUSJQJN-FWXGHANASA-N	CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12	chembl_approved	CHEMBL569713	CC BY-SA 3.0	2026-09-25	303.36	0.918	1	5	62.3	4	22	43	4	0.588	0	0	0	
STPKWKPURVSAJF-LJEWAXOPSA-N	CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O	chembl_approved	CHEMBL17879	CC BY-SA 3.0	2026-09-25	674.97	6.625	1	6	70.08	13	48	104	7	0.55	0	2	0	chembl_approved:CHEMBL363392
STQGQHZAVUOBTE-VGBVRHCVSA-N	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1	chembl_approved	CHEMBL178	CC BY-SA 3.0	2026-09-25	527.53	1.029	5	11	185.84	4	38	67	5	0.444	1	2	0	chembl_approved:CHEMBL1563;chembl_approved:CHEMBL1200475
STUWGJZDJHPWGZ-LBPRGKRZSA-N	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1	chembl_approved	CHEMBL2396661	CC BY-SA 3.0	2026-09-25	441.48	3.835	2	5	101.21	4	30	52	3	0.474	0	0	0	
STZYTFJPGGDRJD-NHUWBDDWSA-N	C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O	chembl_approved	CHEMBL1658	CC BY-SA 3.0	2026-09-25	517.78	5.251	1	6	66.84	5	36	83	5	0.867	0	2	0	
SUBDBMMJDZJVOS-DEOSSOPVSA-N	COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1	chembl_approved	CHEMBL1201320	CC BY-SA 3.0	2026-09-25	345.42	2.9	1	5	83.09	5	24	43	3	0.294	0	0	0	chembl_approved:CHEMBL5314366
SUBDBMMJDZJVOS-UHFFFAOYSA-N	COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1	chembl_approved	CHEMBL1503	CC BY-SA 3.0	2026-09-25	345.42	2.9	1	5	83.09	5	24	43	3	0.294	0	0	0	
SUJUHGSWHZTSEU-FYBSXPHGSA-N	CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1	chembl_approved	CHEMBL222559	CC BY-SA 3.0	2026-09-25	602.68	7.326	2	6	105.59	11	42	75	4	0.355	0	2	0	
SUYRLXYYZQTJHF-VMBLUXKRSA-N	CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12	chembl_approved	CHEMBL1200937	CC BY-SA 3.0	2026-09-25	690.86	2.269	2	11	176.42	7	48	98	3	0.618	0	2	0	
SVEBYYWCXTVYCR-LBPRGKRZSA-N	CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1	chembl_approved	CHEMBL1200432	CC BY-SA 3.0	2026-09-25	239.27	0.921	3	5	92.78	4	17	34	1	0.417	1	0	0	chembl_approved:CHEMBL1201233
SWLMUYACZKCSHZ-UHFFFAOYSA-N	Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1	chembl_approved	CHEMBL1295	CC BY-SA 3.0	2026-09-25	411.79	6.637	0	2	17.82	7	25	42	3	0.211	0	1	0	chembl_approved:CHEMBL1200398
SWMDAPWAQQTBOG-UHFFFAOYSA-N	COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O	chembl_approved	CHEMBL3301594	CC BY-SA 3.0	2026-09-25	583.5	1.168	2	9	182.21	8	41	67	5	0.28	0	1	0	chembl_approved:CHEMBL3301598
SWRUZBWLEWHWRI-UHFFFAOYSA-N	OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1	chembl_approved	CHEMBL1200828	CC BY-SA 3.0	2026-09-25	287.45	3.94	1	2	23.47	5	21	50	3	0.684	0	0	0	chembl_approved:CHEMBL1201227
SWUVZKWCOBGPTH-UHFFFAOYSA-N	CCCC(C(=O)c1ccc(C)cc1)N1CCCC1	chembl_approved	CHEMBL201960	CC BY-SA 3.0	2026-09-25	245.37	3.442	0	2	20.31	5	18	41	2	0.562	0	0	0	chembl_approved:CHEMBL2104793
SXYIRMFQILZOAM-HVNFFKDJSA-N	CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3	chembl_approved	CHEMBL566534	CC BY-SA 3.0	2026-09-25	298.38	2.841	0	5	46.15	1	21	47	5	1.0	0	0	0	
SXYZQZLHAIHKKY-GSTUPEFVSA-N	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C	chembl_approved	CHEMBL1200975	CC BY-SA 3.0	2026-09-25	495.03	4.595	1	5	80.67	3	34	70	4	0.741	0	0	0	
SYAKTDIEAPMBAL-UHFFFAOYSA-N	NC1=NCC(c2ccccc2)O1	chembl_approved	CHEMBL106258	CC BY-SA 3.0	2026-09-25	162.19	1.073	1	3	47.61	1	12	22	2	0.222	0	0	1	
SYHDSBBKRLVLFF-UHFFFAOYSA-N	CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1	chembl_approved	CHEMBL187709	CC BY-SA 3.0	2026-09-25	438.01	5.848	1	3	32.7	10	31	63	3	0.333	0	1	0	
SYOKIDBDQMKNDQ-XWTIBIIYSA-N	N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	chembl_approved	CHEMBL142703	CC BY-SA 3.0	2026-09-25	303.41	1.174	2	4	76.36	3	22	47	5	0.882	0	0	0	
SYTBZMRGLBWNTM-JTQLQIEISA-N	C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1	chembl_approved	CHEMBL435298	CC BY-SA 3.0	2026-09-25	244.26	3.681	1	1	37.3	3	18	31	2	0.133	0	0	0	
SYTBZMRGLBWNTM-UHFFFAOYSA-M	CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1	chembl_approved	CHEMBL3989754	CC BY-SA 3.0	2026-09-25	243.26	2.346	0	2	40.13	3	18	30	2	0.133	0	0	1	
SYTBZMRGLBWNTM-UHFFFAOYSA-N	CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	chembl_approved	CHEMBL563	CC BY-SA 3.0	2026-09-25	244.26	3.681	1	1	37.3	3	18	31	2	0.133	0	0	0	
SYWHXTATXSMDSB-GSLJADNHSA-N	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	chembl_approved	CHEMBL1201010	CC BY-SA 3.0	2026-09-25	422.49	2.445	2	6	100.9	3	30	61	4	0.783	0	0	0	
SZLZWPPUNLXJEA-QEGASFHISA-N	COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC	chembl_approved	CHEMBL1668	CC BY-SA 3.0	2026-09-25	634.73	4.571	1	10	117.78	9	46	88	6	0.486	1	1	0	
SZQIFWWUIBRPBZ-UHFFFAOYSA-N	CCN1C(=O)NC(c2ccccc2)C1=O	chembl_approved	CHEMBL1095	CC BY-SA 3.0	2026-09-25	204.23	1.299	1	2	49.41	2	15	27	2	0.273	0	0	1	
TTWJBBZEZQICBI-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	chembl_approved	CHEMBL86	CC BY-SA 3.0	2026-09-25	299.8	2.002	2	4	67.59	7	20	42	1	0.5	0	0	0	chembl_approved:CHEMBL1200940
TTZHDVOVKQGIBA-IQWMDFIBSA-N	CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1	chembl_approved	CHEMBL1259059	CC BY-SA 3.0	2026-09-25	529.46	1.657	3	9	158.18	10	36	65	3	0.5	0	1	0	
TUESWZZJYCLFNL-DAFODLJHSA-N	N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1	chembl_approved	CHEMBL1301	CC BY-SA 3.0	2026-09-25	280.33	2.131	5	3	119.97	4	21	37	2	0.0	0	0	0	chembl_approved:CHEMBL2023895
TUZYXOIXSAXUGO-PZAWKZKUSA-M	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21	chembl_approved	CHEMBL690	CC BY-SA 3.0	2026-09-25	423.53	1.106	3	7	127.12	10	30	65	2	0.739	0	0	0	
TUZYXOIXSAXUGO-PZAWKZKUSA-N	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	chembl_approved	CHEMBL1144	CC BY-SA 3.0	2026-09-25	424.53	2.44	4	6	124.29	10	30	66	2	0.739	0	0	0	
TVURRHSHRRELCG-UHFFFAOYSA-N	Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1	chembl_approved	CHEMBL588	CC BY-SA 3.0	2026-09-25	305.76	2.734	4	4	72.72	1	21	37	3	0.25	1	0	0	chembl_approved:CHEMBL1026
TVYLLZQTGLZFBW-UHFFFAOYSA-N	COc1cccc(C2(O)CCCCC2CN(C)C)c1	chembl_approved	CHEMBL1237044	CC BY-SA 3.0	2026-09-25	263.38	2.635	1	3	32.7	4	19	44	2	0.625	0	0	1	chembl_approved:CHEMBL1237065
TXEIIPDJKFWEEC-UHFFFAOYSA-N	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	chembl_approved	CHEMBL2103837	CC BY-SA 3.0	2026-09-25	308.12	4.5	1	3	63.33	2	20	27	3	0.0	0	0	0	chembl_approved:CHEMBL2105675
TYMRLRRVMHJFTF-UHFFFAOYSA-N	NCc1ccc(S(N)(=O)=O)cc1	chembl_approved	CHEMBL419	CC BY-SA 3.0	2026-09-25	186.24	-0.207	2	3	86.18	2	12	22	1	0.143	0	0	1	chembl_approved:CHEMBL1201161
TYQXKHPOXXXCTP-CSLYCKPJSA-N	CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C	chembl_approved	CHEMBL2220427	CC BY-SA 3.0	2026-09-25	790.0	2.747	4	15	199.98	9	55	126	3	0.925	0	2	0	
TYYBFXNZMFNZJT-UHFFFAOYSA-M	CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I	chembl_approved	CHEMBL1200743	CC BY-SA 3.0	2026-09-25	1267.87	2.111	5	8	197.07	10	43	63	2	0.25	0	1	0	
TYYBFXNZMFNZJT-UHFFFAOYSA-N	CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I	chembl_approved	CHEMBL1200508	CC BY-SA 3.0	2026-09-25	1268.88	3.445	6	7	194.24	10	43	64	2	0.25	0	2	0	chembl_approved:CHEMBL1201291
TYZROVQLWOKYKF-ZDUSSCGKSA-N	CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	chembl_approved	CHEMBL126	CC BY-SA 3.0	2026-09-25	337.35	1.124	1	5	71.11	4	24	44	3	0.5	1	0	0	
TZDUHAJSIBHXDL-UHFFFAOYSA-N	CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C	chembl_approved	CHEMBL1628502	CC BY-SA 3.0	2026-09-25	329.39	2.683	2	5	101.93	7	23	50	1	0.812	0	0	0	
TZFNLOMSOLWIDK-JTQLQIEISA-N	C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O	chembl_approved	CHEMBL1200748	CC BY-SA 3.0	2026-09-25	226.23	-0.053	5	5	115.81	4	16	30	1	0.3	1	0	0	chembl_approved:CHEMBL1201236
TZFWDZFKRBELIQ-UHFFFAOYSA-N	O=c1[nH]c2cc(Cl)ccc2o1	chembl_approved	CHEMBL1371	CC BY-SA 3.0	2026-09-25	169.57	1.774	1	2	46.0	0	11	15	2	0.0	0	0	1	
TZGBBMBARSFJBG-UKTHLTGXSA-N	NC(=O)N/N=C1\C=Cc2ccccc2C1=O	chembl_approved	CHEMBL2106794	CC BY-SA 3.0	2026-09-25	215.21	0.92	2	3	84.55	1	16	25	2	0.0	1	0	1	
TZIZWYVVGLXXFV-FLRHRWPCSA-N	CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C	chembl_approved	CHEMBL1200878	CC BY-SA 3.0	2026-09-25	532.65	4.406	1	7	99.13	4	38	79	5	0.767	0	1	0	
TZRHLKRLEZJVIJ-UHFFFAOYSA-M	CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	chembl_approved	CHEMBL296913	CC BY-SA 3.0	2026-09-25	369.42	4.316	0	5	91.34	5	26	43	3	0.158	0	0	0	
TZRHLKRLEZJVIJ-UHFFFAOYSA-N	CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	chembl_approved	CHEMBL1206690	CC BY-SA 3.0	2026-09-25	370.43	3.532	1	5	89.27	5	26	44	3	0.158	0	0	0	
TZWKUQDQKPYNLL-UHFFFAOYSA-N	CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1	chembl_approved	CHEMBL1697686	CC BY-SA 3.0	2026-09-25	255.74	3.407	1	2	38.33	4	17	35	1	0.462	0	0	0	
TZXKOCQBRNJULO-UHFFFAOYSA-N	Cc1c(O)c(=O)ccn1C	chembl_approved	CHEMBL70927	CC BY-SA 3.0	2026-09-25	139.15	0.399	1	2	42.23	0	10	19	1	0.286	0	0	1	
UAUHEPXILIZYCU-GSPNQRMKSA-N	CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O	chembl_approved	CHEMBL3833382	CC BY-SA 3.0	2026-09-25	369.53	2.479	2	3	43.7	3	27	60	7	0.739	0	0	0	chembl_approved:CHEMBL3833388
UAUIUKWPKRJZJV-QPLHLKROSA-N	Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1	chembl_approved	CHEMBL3391662	CC BY-SA 3.0	2026-09-25	765.89	3.637	3	10	189.65	7	55	98	8	0.425	0	1	0	
UBCHPRBFMUDMNC-UHFFFAOYSA-N	CC(N)C12CC3CC(CC(C3)C1)C2	chembl_approved	CHEMBL959	CC BY-SA 3.0	2026-09-25	179.31	2.55	1	1	26.02	1	13	34	4	1.0	0	0	1	chembl_approved:CHEMBL535396
UBPYILGKFZZVDX-UHFFFAOYSA-N	COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl	chembl_approved	CHEMBL288441	CC BY-SA 3.0	2026-09-25	530.46	5.19	1	8	82.88	9	36	65	4	0.385	0	2	0	chembl_approved:CHEMBL2095206
UBQNRHZMVUUOMG-UHFFFAOYSA-N	NS(=O)(=O)Cc1noc2ccccc12	chembl_approved	CHEMBL750	CC BY-SA 3.0	2026-09-25	212.23	0.616	1	4	86.19	2	14	22	2	0.125	0	0	0	
UBQYURCVBFRUQT-UHFFFAOYSA-N	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	chembl_approved	CHEMBL556	CC BY-SA 3.0	2026-09-25	560.69	0.922	6	9	205.84	23	39	87	0	0.8	0	2	0	chembl_approved:CHEMBL1234
UBWXUGDQUBIEIZ-QNTYDACNSA-N	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1	chembl_approved	CHEMBL1200412	CC BY-SA 3.0	2026-09-25	406.57	5.673	0	3	43.37	4	30	64	5	0.63	0	1	0	
UBZPNQRBUOBBLN-PWRODBHTSA-O	COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1	chembl_approved	CHEMBL4298139	CC BY-SA 3.0	2026-09-25	500.53	1.055	3	7	146.35	9	36	66	3	0.4	0	1	0	chembl_approved:CHEMBL4301162
UCEWGESNIULAGX-UHFFFAOYSA-N	CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21	chembl_approved	CHEMBL1200341	CC BY-SA 3.0	2026-09-25	308.43	3.217	2	2	55.12	6	23	47	3	0.35	0	0	0	chembl_approved:CHEMBL1201242
UCFGDBYHRUNTLO-QHCPKHFHSA-N	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1	chembl_approved	CHEMBL84	CC BY-SA 3.0	2026-09-25	421.45	1.847	2	7	104.89	3	31	54	5	0.348	1	0	0	chembl_approved:CHEMBL1607
UCHDWCPVSPXUMX-TZIWLTJVSA-M	CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1	chembl_approved	CHEMBL1200681	CC BY-SA 3.0	2026-09-25	585.19	7.613	1	5	73.25	12	41	76	5	0.314	0	2	0	
UCHDWCPVSPXUMX-TZIWLTJVSA-N	CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1	chembl_approved	CHEMBL787	CC BY-SA 3.0	2026-09-25	586.2	8.948	2	4	70.42	12	41	77	5	0.314	0	2	0	
UCJGJABZCDBEDK-UHFFFAOYSA-N	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12	chembl_approved	CHEMBL46740	CC BY-SA 3.0	2026-09-25	470.61	6.331	2	4	57.86	7	35	69	5	0.333	0	1	0	chembl_approved:CHEMBL2106615
UCSJYZPVAKXKNQ-HZYVHMACSA-N	CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	chembl_approved	CHEMBL372795	CC BY-SA 3.0	2026-09-25	581.58	-8.161	12	15	336.43	9	40	79	3	0.857	0	3	0	
UCTRAOBQFUDCSR-SECBINFHSA-N	NC(=O)OC[C@H](N)Cc1ccccc1	chembl_approved	CHEMBL4297212	CC BY-SA 3.0	2026-09-25	194.23	0.652	2	3	78.34	4	14	28	1	0.3	0	0	1	chembl_approved:CHEMBL4297620
UCTWMZQNUQWSLP-VIFPVBQESA-N	CNC[C@H](O)c1ccc(O)c(O)c1	chembl_approved	CHEMBL679	CC BY-SA 3.0	2026-09-25	183.21	0.351	4	4	72.72	3	13	26	1	0.333	1	0	0	chembl_approved:CHEMBL1256958
UDMBCSSLTHHNCD-KQYNXXCUSA-N	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	chembl_approved	CHEMBL752	CC BY-SA 3.0	2026-09-25	347.22	-1.863	5	9	186.07	4	23	37	3	0.5	0	0	0	
UDSFVOAUHKGBEK-CNQKSJKFSA-N	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	chembl_approved	CHEMBL2107067	CC BY-SA 3.0	2026-09-25	456.71	7.961	0	3	43.37	10	33	81	4	0.867	0	1	0	
UEJJHQNACJXSKW-UHFFFAOYSA-N	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	chembl_approved	CHEMBL468	CC BY-SA 3.0	2026-09-25	258.23	0.088	1	4	83.55	1	19	29	3	0.231	0	0	0	
UEQUQVLFIPOEMF-UHFFFAOYSA-N	CN1CCN2c3ccccc3Cc3ccccc3C2C1	chembl_approved	CHEMBL6437	CC BY-SA 3.0	2026-09-25	264.37	3.084	0	2	6.48	0	20	40	4	0.333	0	0	0	
UFIVBRCCIRTJTN-UHFFFAOYSA-N	N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1	chembl_approved	CHEMBL1200599	CC BY-SA 3.0	2026-09-25	424.54	5.005	1	3	64.33	7	32	60	4	0.286	0	1	0	chembl_approved:CHEMBL1201321
UFLGIAIHIAPJJC-UHFFFAOYSA-N	CN(C)CCN(Cc1ccccc1)c1ccccn1	chembl_approved	CHEMBL1241	CC BY-SA 3.0	2026-09-25	255.37	2.65	0	3	19.37	6	19	40	2	0.312	0	0	1	chembl_approved:CHEMBL1200446;chembl_approved:CHEMBL1200769
UFNVPOGXISZXJD-JBQZKEIOSA-N	C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C	chembl_approved	CHEMBL1683544	CC BY-SA 3.0	2026-09-25	729.91	3.438	2	12	146.39	4	52	111	10	0.875	0	2	0	chembl_approved:CHEMBL1683590
UFSKUSARDNFIRC-UHFFFAOYSA-N	Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1	chembl_approved	CHEMBL2103870	CC BY-SA 3.0	2026-09-25	452.41	4.747	2	5	97.75	5	33	51	5	0.208	0	0	0	
UFUVLHLTWXBHGZ-MGZQPHGTSA-N	CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1	chembl_approved	CHEMBL3184512	CC BY-SA 3.0	2026-09-25	504.97	0.506	5	8	148.79	9	31	65	2	0.944	0	1	0	
UGJMXCAKCUNAIE-UHFFFAOYSA-N	NCC1(CC(=O)O)CCCCC1	chembl_approved	CHEMBL940	CC BY-SA 3.0	2026-09-25	171.24	1.37	2	2	63.32	3	12	29	1	0.889	0	0	1	
UGJWZYARKOFRDB-UHFFFAOYSA-O	CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1	chembl_approved	CHEMBL1201786	CC BY-SA 3.0	2026-09-25	363.52	3.554	1	3	59.28	15	26	61	1	0.667	0	0	0	chembl_approved:CHEMBL1201787
UHDGCWIWMRVCDJ-CCXZUQQUSA-N	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1	chembl_approved	CHEMBL803	CC BY-SA 3.0	2026-09-25	243.22	-2.563	4	7	130.83	2	17	30	2	0.556	0	0	0	
UHSKFQJFRQCDBE-UHFFFAOYSA-N	CCCN(CCC)CCc1cccc2c1CC(=O)N2	chembl_approved	CHEMBL589	CC BY-SA 3.0	2026-09-25	260.38	2.846	1	2	32.34	7	19	43	2	0.562	0	0	1	chembl_approved:CHEMBL1200411
UHTHHESEBZOYNR-UHFFFAOYSA-N	COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1	chembl_approved	CHEMBL24828	CC BY-SA 3.0	2026-09-25	475.36	4.426	1	5	62.74	5	30	54	4	0.364	0	0	0	
